country_id,Year,disease_id,Prevalence,Incidence,Mortality,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Recovery Rate (%),Improvement in 5 Years (%),Urbanization Rate (%)
5,2024,3.0,2.81,4.37,4.01,151654.0,78.16,2.68,5.73,58.31,8.57,31.66
5,2024,2.0,9.3,4.05,7.88,227036.0,62.33,2.45,7.43,59.09,5.52,31.81
5,2024,2.0,15.79,9.49,1.59,675572.0,76.98,4.67,7.41,71.7,1.98,82.53
5,2024,2.0,8.63,13.51,7.91,705079.0,72.11,0.92,2.0,58.18,1.19,34.48
5,2024,4.0,4.48,4.68,0.75,754684.0,94.36,2.54,3.9,93.9,6.64,43.18
5,2024,2.0,1.44,7.68,7.54,676599.0,87.5,3.12,6.84,80.35,2.58,57.18
5,2024,4.0,11.54,3.04,6.53,175574.0,53.32,3.08,7.69,56.94,1.55,76.34
5,2024,3.0,12.61,5.71,8.17,9963.0,56.32,1.46,6.42,86.16,0.86,45.88
5,2024,2.0,11.01,10.85,7.92,983759.0,95.79,2.18,6.01,54.52,9.07,34.11
5,2024,2.0,3.35,13.66,8.26,732491.0,80.92,3.67,6.88,85.46,5.48,86.33
5,2024,4.0,16.02,9.0,8.8,577513.0,66.74,3.2,8.4,91.79,8.9,65.71
5,2024,4.0,7.56,6.26,7.75,968681.0,98.31,3.78,5.62,88.79,5.48,57.82
5,2024,2.0,12.51,1.46,0.54,400961.0,98.14,1.4,5.54,72.83,4.72,32.09
5,2024,4.0,17.86,0.25,7.29,824566.0,95.06,1.92,5.13,88.42,2.65,81.32
5,2024,1.0,16.59,12.35,4.35,562978.0,77.46,3.3,4.69,92.25,0.73,86.1
5,2024,2.0,19.89,4.94,3.0,667297.0,79.45,1.89,5.16,85.83,0.77,82.01
5,2024,3.0,14.43,7.99,2.1,840157.0,63.27,3.25,2.71,80.41,5.88,60.49
5,2024,2.0,6.71,9.8,4.0,500845.0,95.68,4.29,5.42,91.14,2.38,83.21
5,2024,3.0,11.65,1.84,1.72,276559.0,97.02,3.09,4.89,81.78,9.38,51.7
5,2024,2.0,13.25,5.94,4.28,800318.0,63.09,4.98,2.55,75.84,8.67,27.76
5,2024,1.0,9.34,14.76,5.96,600419.0,89.73,1.05,2.0,62.25,3.63,45.38
5,2024,3.0,12.31,14.16,9.86,616883.0,66.01,2.52,8.64,94.66,2.71,81.66
5,2024,3.0,16.27,10.16,7.45,723681.0,88.95,1.99,2.9,88.87,2.78,75.36
5,2024,2.0,9.16,11.68,5.07,745267.0,92.47,3.13,8.1,67.69,6.22,35.41
5,2024,4.0,11.68,11.08,0.73,642573.0,55.95,2.33,5.07,52.42,9.89,75.73
5,2024,4.0,18.91,12.46,1.77,783940.0,85.02,0.66,9.32,78.59,1.02,89.45
5,2024,2.0,1.09,9.56,3.09,424438.0,53.7,0.96,0.58,98.73,1.34,50.71
5,2024,2.0,10.74,6.5,3.12,632293.0,77.82,1.13,5.02,87.68,5.98,59.81
5,2024,4.0,7.34,0.89,0.93,87117.0,86.78,3.88,3.37,53.8,1.25,50.35
5,2024,1.0,18.39,1.07,5.49,568578.0,79.21,2.2,3.32,57.31,5.01,77.62
5,2024,3.0,19.28,7.45,8.01,585770.0,76.61,4.06,8.59,78.26,8.28,36.99
5,2024,3.0,13.77,8.6,2.51,867856.0,54.42,2.41,3.43,94.69,3.97,43.02
5,2024,3.0,19.14,0.83,3.63,722758.0,76.45,1.63,3.17,68.52,6.39,79.9
5,2024,2.0,16.87,13.78,4.95,789552.0,56.83,0.63,8.88,86.11,3.28,44.45
5,2024,1.0,8.71,4.59,0.83,670385.0,68.14,2.34,8.6,50.58,4.06,32.97
5,2024,4.0,11.15,5.31,9.46,202408.0,72.94,2.63,4.9,70.74,1.48,45.86
5,2024,4.0,17.39,14.76,3.59,719003.0,82.57,4.6,2.81,90.55,7.47,38.47
5,2024,1.0,2.65,7.46,7.11,270810.0,65.69,4.93,7.96,92.73,3.25,45.17
5,2024,1.0,5.8,14.4,9.46,539163.0,52.66,3.1,7.99,74.43,8.12,61.53
5,2024,3.0,9.57,13.63,4.71,183183.0,77.36,3.62,8.15,60.82,9.96,36.53
5,2024,3.0,15.74,4.95,2.73,92685.0,52.45,3.47,5.33,95.08,3.2,30.99
5,2024,2.0,8.65,5.42,6.81,988248.0,66.53,4.57,6.85,73.04,9.85,24.41
5,2024,3.0,3.69,9.43,9.97,496483.0,99.9,4.56,9.98,58.69,3.84,47.11
5,2024,1.0,13.69,14.14,1.89,406623.0,81.57,3.73,9.51,89.46,6.77,84.29
5,2024,4.0,8.86,4.37,4.48,758242.0,83.92,3.97,3.7,60.07,3.39,62.85
5,2024,4.0,0.85,10.73,9.49,692513.0,84.37,1.29,1.42,56.39,0.98,49.05
5,2024,3.0,4.18,14.15,8.71,513692.0,85.2,2.88,1.34,86.61,3.64,46.43
5,2024,3.0,9.42,9.72,2.64,685729.0,55.03,1.94,7.43,96.19,2.66,61.35
5,2024,4.0,2.39,9.11,0.8,272061.0,74.65,4.87,8.39,73.71,7.49,37.44
5,2024,2.0,15.35,8.73,1.53,906690.0,60.36,1.07,0.98,50.43,0.45,56.47
5,2024,3.0,19.6,4.52,1.1,258740.0,87.7,1.5,6.01,97.52,0.08,55.0
5,2024,3.0,2.25,11.76,7.95,241088.0,52.59,2.48,3.98,81.86,3.74,56.82
5,2024,2.0,17.18,3.55,7.35,406543.0,69.07,1.29,4.12,86.24,7.05,68.86
5,2024,2.0,14.8,1.38,2.04,81732.0,74.21,1.17,6.65,66.67,2.65,32.43
5,2024,2.0,1.64,13.81,1.48,958388.0,55.5,4.95,8.29,62.88,9.95,62.74
5,2024,2.0,12.45,5.8,0.87,48597.0,70.86,1.38,3.21,93.49,4.63,48.96
5,2024,3.0,16.81,4.02,3.8,106700.0,96.67,4.47,3.71,66.21,9.2,74.13
5,2024,2.0,8.27,2.48,6.99,261874.0,65.81,4.42,0.65,73.29,8.37,25.28
5,2024,1.0,18.25,8.65,4.94,342972.0,54.58,3.28,1.99,97.93,6.9,21.01
5,2024,4.0,4.5,11.96,6.43,499678.0,87.82,2.89,8.61,55.65,4.4,51.07
6,2024,3.0,15.89,1.56,3.22,505520.0,99.7,2.43,5.91,66.54,5.08,67.6
6,2024,1.0,5.35,7.07,6.06,824141.0,89.45,3.19,1.58,58.31,5.12,46.43
6,2024,1.0,5.66,2.2,8.64,669550.0,55.1,2.23,4.75,82.41,1.03,31.64
6,2024,4.0,12.54,4.9,9.33,603757.0,76.79,4.23,1.94,60.18,2.58,51.72
6,2024,2.0,6.34,1.76,8.79,966204.0,85.56,1.6,3.07,87.56,0.96,41.83
6,2024,1.0,15.14,14.73,2.25,856165.0,55.2,1.06,9.67,85.86,5.02,85.29
6,2024,1.0,12.96,1.24,3.29,970784.0,82.66,4.16,5.0,53.48,7.75,28.09
6,2024,1.0,2.22,7.42,1.09,451444.0,85.91,1.49,1.85,83.34,6.55,43.84
6,2024,3.0,12.32,7.25,0.3,651743.0,74.22,3.56,3.57,80.74,3.31,47.97
6,2024,4.0,6.16,11.36,1.85,482536.0,58.45,1.56,9.81,67.42,1.25,89.6
6,2024,2.0,13.4,9.28,7.95,88997.0,75.5,3.93,7.29,86.44,7.92,79.59
6,2024,3.0,19.49,14.5,7.74,542786.0,77.26,0.95,9.9,73.7,2.93,31.45
6,2024,1.0,8.58,7.21,1.68,38851.0,54.57,2.81,2.31,91.46,5.86,27.07
6,2024,4.0,6.75,8.28,9.39,91853.0,75.17,2.94,6.3,79.99,9.56,31.6
6,2024,4.0,11.42,11.68,1.48,77644.0,59.87,2.82,8.53,50.75,7.24,66.39
6,2024,3.0,12.58,13.4,6.81,988276.0,84.84,4.01,4.67,53.72,2.85,23.91
6,2024,4.0,0.37,3.7,3.77,186210.0,94.57,1.58,9.02,61.0,8.85,61.78
6,2024,2.0,19.24,8.41,9.79,274756.0,97.68,0.85,3.8,72.39,2.26,43.41
6,2024,4.0,9.64,7.49,9.68,363145.0,63.26,4.64,4.13,69.11,6.95,30.24
6,2024,2.0,0.67,3.95,8.6,747734.0,80.17,4.85,5.92,65.51,0.92,75.37
6,2024,4.0,4.68,6.88,9.16,12292.0,86.83,2.48,0.68,70.59,6.31,36.97
6,2024,4.0,18.07,12.4,0.67,465037.0,91.78,1.51,6.42,86.25,3.93,22.18
6,2024,4.0,19.86,0.58,9.31,925134.0,71.04,3.11,5.27,80.18,8.0,75.74
6,2024,4.0,9.11,0.55,3.65,148072.0,93.83,1.76,7.84,56.49,2.88,74.62
6,2024,1.0,18.41,13.91,1.32,206675.0,60.14,3.72,9.21,91.84,0.28,22.79
6,2024,2.0,4.84,10.15,6.16,781427.0,78.0,3.1,4.37,65.71,1.79,75.15
6,2024,1.0,11.83,3.66,4.53,427144.0,53.6,2.71,2.43,86.63,3.47,84.03
6,2024,1.0,13.12,3.68,4.89,418303.0,97.93,2.31,8.48,55.75,0.15,55.4
6,2024,2.0,13.84,14.8,1.06,697697.0,74.97,2.88,3.29,62.12,9.53,42.6
6,2024,3.0,4.33,0.41,1.44,613957.0,55.83,4.79,5.04,90.95,4.12,70.9
6,2024,1.0,13.43,6.39,1.44,439811.0,84.78,1.28,9.21,74.16,7.93,44.32
6,2024,4.0,10.89,11.7,4.56,863617.0,91.67,1.46,5.45,80.99,7.6,46.02
6,2024,2.0,8.25,1.51,2.98,178569.0,98.66,2.4,9.21,54.4,7.44,81.05
6,2024,2.0,19.7,7.45,4.09,741046.0,76.57,2.98,6.69,65.09,9.24,66.01
6,2024,1.0,4.61,8.48,9.77,910619.0,64.51,4.71,5.6,67.52,4.13,29.96
6,2024,2.0,14.69,5.22,8.51,907742.0,99.36,4.32,4.91,98.28,5.1,67.9
6,2024,4.0,6.26,14.0,3.67,902460.0,51.45,2.49,9.1,79.35,9.33,68.48
6,2024,2.0,0.7,7.31,1.71,754684.0,93.2,1.4,6.01,78.5,9.95,66.88
6,2024,1.0,10.69,12.28,9.06,579579.0,87.41,0.66,8.67,92.7,8.82,29.08
6,2024,4.0,6.4,13.52,5.08,282324.0,64.39,2.9,8.36,51.05,1.21,41.5
6,2024,2.0,19.12,5.82,1.74,749693.0,83.6,4.6,9.13,60.25,8.51,49.85
6,2024,1.0,3.41,11.04,6.89,274484.0,62.15,3.25,3.73,66.81,7.24,41.27
6,2024,3.0,11.24,0.59,1.06,299418.0,98.59,2.69,0.69,52.44,1.91,59.24
6,2024,4.0,6.78,10.39,9.68,475118.0,52.18,2.16,6.68,70.81,2.4,68.94
6,2024,3.0,19.18,6.43,9.92,350417.0,74.2,4.02,3.96,55.1,1.31,25.64
6,2024,4.0,11.73,4.97,4.23,820551.0,65.63,1.86,4.04,74.44,9.1,51.47
6,2024,4.0,8.64,11.9,8.14,797441.0,91.43,1.24,1.64,74.01,3.9,69.28
6,2024,2.0,18.93,11.91,6.84,441214.0,86.55,1.01,9.83,61.57,9.73,32.42
6,2024,4.0,14.97,12.41,7.94,303919.0,54.56,4.65,9.63,59.16,7.23,47.24
6,2024,3.0,6.87,11.81,8.88,6068.0,86.58,3.05,2.11,85.16,6.29,83.1
6,2024,1.0,19.87,7.68,4.86,775468.0,80.94,4.62,4.24,53.62,0.96,26.4
6,2024,4.0,15.84,5.4,7.73,826809.0,61.59,0.58,3.31,68.13,1.51,72.38
6,2024,2.0,3.43,7.37,8.42,626517.0,82.76,0.92,2.24,77.88,6.56,66.26
6,2024,1.0,4.21,1.87,1.54,455998.0,87.89,1.38,1.85,97.16,6.02,52.68
6,2024,2.0,0.9,11.59,3.86,422377.0,63.99,4.49,9.95,63.53,2.84,53.98
6,2024,4.0,17.79,2.03,0.14,188965.0,93.71,3.46,5.11,85.03,3.62,50.99
6,2024,3.0,7.28,1.16,4.53,655072.0,90.39,2.2,6.92,85.2,1.58,57.76
6,2024,2.0,19.02,10.36,2.03,284835.0,95.14,1.97,3.6,82.76,1.75,78.36
6,2024,3.0,7.63,12.02,9.13,13960.0,64.06,0.96,4.53,53.33,0.49,31.32
6,2024,2.0,9.93,4.98,1.47,724657.0,52.53,1.25,4.36,84.16,9.21,26.11
6,2024,3.0,9.87,0.6,7.37,631985.0,75.86,3.84,9.56,54.05,7.95,47.42
6,2024,4.0,6.67,1.82,2.76,882016.0,58.33,4.78,6.06,52.18,6.71,41.64
6,2024,3.0,4.72,12.4,3.88,427099.0,79.55,4.34,9.75,52.47,0.58,35.36
6,2024,4.0,7.23,13.6,1.66,499546.0,64.5,2.03,5.55,72.38,8.66,45.18
6,2024,1.0,7.34,13.79,4.36,533945.0,76.67,3.49,1.2,92.7,9.18,37.79
7,2024,2.0,16.37,14.18,4.88,204478.0,65.52,4.57,6.31,91.8,2.11,23.36
7,2024,1.0,12.82,10.5,6.5,50674.0,52.92,1.72,6.84,57.6,7.25,68.82
7,2024,3.0,11.43,12.91,6.5,367498.0,86.31,1.1,5.78,68.61,3.32,52.27
7,2024,1.0,11.81,13.47,6.55,501539.0,58.89,3.26,4.14,87.74,9.91,62.93
7,2024,3.0,1.84,8.16,3.52,217038.0,59.33,2.71,8.44,62.53,3.08,63.87
7,2024,1.0,6.36,0.2,1.4,303983.0,54.34,4.74,2.98,98.7,3.03,48.07
7,2024,1.0,0.71,3.85,7.5,358434.0,98.72,3.29,5.42,56.36,0.88,57.16
7,2024,4.0,11.76,8.31,3.31,252498.0,89.49,4.48,8.87,66.84,8.82,51.36
7,2024,2.0,1.78,5.18,8.3,307994.0,77.78,1.7,6.52,69.36,4.42,47.29
7,2024,2.0,13.25,11.62,4.27,844093.0,98.37,4.07,0.58,71.43,5.5,38.16
7,2024,1.0,10.56,14.56,9.29,851453.0,99.23,4.04,7.83,90.84,3.51,70.99
7,2024,2.0,14.47,7.35,8.33,43333.0,84.59,2.88,5.46,92.38,9.32,66.12
7,2024,1.0,18.92,5.6,2.09,297847.0,67.54,2.01,1.19,76.98,9.09,28.66
7,2024,2.0,18.48,2.99,8.2,19504.0,53.92,0.7,5.43,83.69,4.6,49.6
7,2024,4.0,16.86,3.45,5.44,129193.0,74.95,1.36,5.16,92.55,6.56,51.04
7,2024,1.0,16.08,8.88,2.47,539862.0,52.21,1.24,9.41,51.08,1.9,33.25
7,2024,4.0,18.24,8.47,2.18,723265.0,95.8,3.56,2.61,89.98,3.4,63.14
7,2024,4.0,6.91,7.99,7.96,855602.0,69.7,3.9,9.38,50.6,0.28,74.32
7,2024,1.0,1.03,5.59,8.56,260505.0,94.78,4.01,9.87,88.65,3.7,54.32
7,2024,4.0,13.68,2.55,9.36,246384.0,97.48,3.68,7.81,94.93,7.91,33.34
7,2024,4.0,1.26,11.31,2.25,490080.0,77.74,1.57,1.06,94.9,8.2,80.89
7,2024,1.0,4.47,10.05,1.75,462786.0,50.25,4.04,3.68,78.0,9.4,55.66
7,2024,1.0,15.04,9.38,4.62,104842.0,82.82,4.6,6.54,79.62,6.55,84.08
7,2024,3.0,15.81,4.11,2.03,362634.0,94.09,2.94,2.02,87.27,2.95,52.26
7,2024,3.0,9.39,3.74,4.67,92782.0,61.56,4.93,3.35,97.14,2.86,54.04
7,2024,4.0,12.27,11.55,9.23,10687.0,93.14,4.58,4.5,76.47,1.96,40.34
7,2024,2.0,14.53,7.57,6.45,211336.0,78.68,2.95,3.31,90.86,2.85,35.48
7,2024,4.0,5.73,0.85,1.23,80380.0,55.41,3.89,4.51,95.97,0.19,34.65
7,2024,1.0,12.28,9.18,1.04,621107.0,69.57,2.67,4.82,74.87,5.87,78.05
7,2024,4.0,5.52,14.5,9.25,485510.0,91.74,2.38,5.89,81.9,9.76,21.51
7,2024,3.0,10.26,13.24,7.87,942127.0,92.54,1.7,5.71,80.04,6.83,61.75
7,2024,2.0,6.26,10.63,9.25,374272.0,65.27,1.72,1.77,92.74,1.95,84.22
7,2024,3.0,19.06,8.12,1.15,472330.0,81.83,2.84,9.95,93.37,4.69,50.73
7,2024,4.0,14.67,10.04,8.21,968227.0,86.16,4.31,5.47,69.15,6.23,72.81
7,2024,3.0,2.62,10.17,4.83,71088.0,90.02,1.84,2.79,93.83,8.84,37.06
7,2024,1.0,14.46,11.02,1.04,83638.0,97.08,1.99,6.86,96.27,5.4,85.48
7,2024,3.0,15.57,9.98,7.44,571500.0,97.28,1.61,9.74,51.51,5.53,24.51
7,2024,2.0,2.55,6.06,4.67,94884.0,60.07,0.96,0.92,76.91,6.57,64.47
7,2024,2.0,5.57,1.99,0.25,86531.0,70.67,0.95,8.54,67.32,1.87,89.14
7,2024,4.0,17.72,0.9,1.71,707753.0,66.84,3.89,4.32,56.04,1.85,87.1
7,2024,3.0,5.39,5.8,6.94,695452.0,79.88,3.9,6.81,79.24,2.41,83.85
7,2024,1.0,16.08,1.81,3.21,337355.0,91.4,1.67,5.29,98.22,4.05,61.66
7,2024,4.0,15.74,7.94,8.71,38869.0,89.27,1.04,1.11,65.64,4.77,64.59
7,2024,2.0,2.86,13.78,2.6,776141.0,92.41,0.68,5.38,96.94,8.56,62.69
7,2024,2.0,12.78,11.03,9.54,146175.0,86.98,3.12,8.8,69.9,1.77,36.34
7,2024,1.0,17.0,0.24,4.94,846621.0,57.47,3.79,6.39,81.85,4.96,43.93
7,2024,4.0,4.83,11.86,3.42,706185.0,94.32,2.21,5.35,54.74,9.65,23.21
7,2024,2.0,18.1,12.42,3.88,78129.0,50.33,4.7,5.88,56.75,9.79,72.82
7,2024,2.0,8.87,4.66,6.06,247843.0,70.93,2.39,0.89,90.1,7.92,81.85
7,2024,4.0,5.41,11.22,8.72,148872.0,93.66,1.99,1.64,80.63,9.25,55.07
7,2024,2.0,16.39,13.58,7.71,520612.0,94.53,4.08,4.15,52.59,2.23,75.46
7,2024,4.0,4.36,14.67,9.69,12618.0,58.25,0.72,1.16,93.78,7.75,27.95
7,2024,3.0,4.22,11.96,5.86,449124.0,62.92,3.86,0.56,57.84,8.73,52.41
7,2024,4.0,15.25,2.34,3.52,446183.0,79.33,3.96,9.82,66.27,0.93,38.52
7,2024,3.0,7.12,14.85,1.11,554602.0,86.25,4.37,9.32,70.8,6.03,84.13
7,2024,1.0,0.4,3.29,4.67,996456.0,54.19,1.21,4.66,95.79,2.57,48.8
7,2024,4.0,8.39,3.52,3.22,478169.0,93.92,1.97,5.45,86.72,0.82,45.34
7,2024,3.0,14.14,2.55,5.47,239670.0,61.48,2.61,4.35,71.92,7.64,71.0
7,2024,4.0,2.36,4.76,10.0,206678.0,93.59,3.95,3.98,84.64,1.32,75.97
7,2024,3.0,16.59,5.8,5.41,426366.0,83.13,2.03,8.68,61.23,9.4,84.22
7,2024,1.0,11.02,12.36,6.41,209449.0,51.83,4.19,1.4,68.79,7.14,71.3
7,2024,4.0,11.16,6.67,5.16,193755.0,78.4,1.94,8.94,72.29,5.36,80.13
7,2024,2.0,18.86,4.04,8.34,616285.0,86.02,2.46,0.62,73.88,0.5,87.67
7,2024,2.0,11.45,12.8,9.09,201242.0,74.39,0.51,4.88,79.0,4.62,77.53
7,2024,1.0,2.59,14.68,9.55,318879.0,85.21,2.32,0.74,78.85,1.77,63.28
7,2024,1.0,4.73,7.58,0.79,756439.0,62.66,4.71,4.37,98.05,5.39,84.32
7,2024,1.0,15.88,3.09,2.76,621906.0,55.31,2.56,7.61,92.24,4.52,69.8
7,2024,2.0,6.93,4.01,4.26,538068.0,91.35,2.36,6.91,87.69,2.09,83.63
7,2024,4.0,0.21,10.22,6.54,904641.0,53.47,0.82,0.57,61.81,6.97,55.14
7,2024,4.0,12.84,2.4,9.86,163281.0,57.05,4.8,3.66,87.05,5.65,48.75
8,2024,4.0,0.73,9.28,1.09,4233.0,54.43,2.58,3.1,61.8,3.23,25.44
8,2024,4.0,1.64,3.79,4.79,675910.0,63.95,3.32,1.33,72.95,8.87,81.23
8,2024,1.0,14.53,1.74,0.27,331640.0,97.56,2.99,7.19,59.28,5.96,62.45
8,2024,2.0,13.38,2.82,3.86,577062.0,80.36,2.81,3.99,93.9,0.05,75.95
8,2024,2.0,19.23,10.6,8.4,231720.0,54.32,4.28,2.99,64.62,5.73,26.51
8,2024,4.0,7.49,1.93,2.53,636641.0,83.31,1.27,8.99,85.82,3.89,32.72
8,2024,2.0,3.36,10.44,6.71,395063.0,76.02,2.84,6.98,70.25,5.88,31.24
8,2024,3.0,2.58,11.75,8.81,969017.0,61.93,2.72,9.52,73.44,6.46,74.91
8,2024,3.0,15.22,12.86,1.8,141720.0,61.67,1.94,5.07,74.67,6.36,82.81
8,2024,1.0,18.39,1.92,8.4,49851.0,71.61,3.38,6.37,51.08,7.68,75.93
8,2024,1.0,13.21,5.52,5.75,873853.0,96.78,1.26,0.5,92.17,4.83,46.98
8,2024,1.0,8.62,10.83,5.06,352568.0,52.91,1.83,2.61,54.29,0.57,69.75
8,2024,3.0,12.98,0.42,2.28,571768.0,96.49,1.15,1.53,79.61,4.03,80.5
8,2024,4.0,13.55,1.98,4.92,201051.0,74.96,2.83,4.02,70.02,3.31,80.22
8,2024,3.0,7.73,8.63,2.18,678853.0,86.15,1.6,7.5,54.85,7.36,63.5
8,2024,2.0,15.81,0.5,9.22,70910.0,60.66,3.6,8.78,84.83,6.15,37.54
8,2024,3.0,15.72,5.93,5.92,820743.0,68.77,3.3,7.93,94.49,6.59,21.02
8,2024,2.0,11.82,0.28,8.86,232111.0,75.52,1.8,9.35,77.77,2.12,82.36
8,2024,2.0,15.63,11.45,8.27,591850.0,85.68,4.76,9.66,79.57,7.0,20.21
8,2024,4.0,17.67,13.98,5.54,382109.0,63.14,2.33,4.24,60.4,6.21,28.66
8,2024,4.0,9.87,0.13,7.7,353030.0,60.26,1.47,4.29,80.17,1.1,63.32
8,2024,3.0,4.65,4.1,7.8,456698.0,99.97,1.31,3.81,79.05,0.13,53.4
8,2024,1.0,2.57,13.39,2.43,467021.0,91.39,2.01,7.43,67.76,2.5,46.25
8,2024,4.0,16.7,1.47,2.28,691726.0,93.86,1.49,5.24,96.95,6.31,77.92
8,2024,2.0,14.22,4.24,3.41,687494.0,80.41,3.07,5.02,81.52,1.5,61.27
8,2024,1.0,15.39,2.32,7.16,198138.0,74.19,4.07,8.71,97.34,4.44,74.64
8,2024,4.0,9.62,4.27,3.09,533620.0,91.9,1.37,5.75,91.13,6.04,85.09
8,2024,3.0,17.73,10.2,7.29,600483.0,68.52,4.03,5.78,59.74,7.14,77.87
8,2024,4.0,15.07,3.29,2.2,555902.0,54.47,1.82,2.48,68.32,4.65,23.27
8,2024,3.0,3.98,14.47,3.2,502535.0,66.58,1.81,3.38,57.16,5.98,52.17
8,2024,1.0,8.06,5.4,4.12,788021.0,50.42,2.04,1.14,74.82,0.41,22.19
8,2024,1.0,16.84,9.56,3.37,540792.0,61.5,1.43,9.8,53.66,1.86,44.39
8,2024,2.0,11.56,3.28,1.6,991508.0,74.86,4.39,2.23,68.31,5.97,81.64
8,2024,1.0,8.75,3.42,4.42,803951.0,81.72,1.54,2.92,94.14,5.69,67.9
8,2024,1.0,14.6,12.45,4.07,585974.0,64.42,1.85,4.77,95.79,5.5,36.61
8,2024,4.0,8.04,5.03,4.84,652840.0,82.27,3.97,9.79,51.11,8.44,79.27
8,2024,1.0,12.37,2.15,8.46,854916.0,74.23,4.02,1.64,72.51,5.69,76.39
8,2024,4.0,1.2,1.32,6.77,875522.0,87.21,1.47,1.95,86.57,5.78,38.84
8,2024,3.0,7.87,1.21,6.67,260634.0,99.73,3.78,0.86,57.07,9.79,22.11
8,2024,1.0,17.66,1.85,8.32,31123.0,52.87,3.73,9.66,86.2,7.75,64.57
8,2024,3.0,13.31,7.14,6.01,489842.0,97.01,1.2,2.7,68.96,1.22,48.86
8,2024,4.0,7.61,14.48,6.55,575727.0,77.39,3.3,7.13,93.52,4.84,76.97
8,2024,1.0,19.93,14.5,8.19,424376.0,77.29,1.87,9.42,79.94,0.26,25.75
8,2024,4.0,2.65,13.2,2.32,354166.0,75.73,1.58,8.54,75.25,9.46,76.79
8,2024,4.0,19.6,13.74,2.58,524042.0,65.55,4.9,1.16,84.83,6.87,31.52
8,2024,3.0,12.34,13.08,9.47,27728.0,71.74,3.0,6.22,73.66,9.73,47.16
8,2024,3.0,11.59,13.73,1.43,593409.0,89.73,4.95,6.74,95.94,2.99,85.7
8,2024,2.0,4.01,7.77,0.86,52751.0,57.08,4.57,8.57,89.2,9.15,23.27
8,2024,3.0,16.72,5.18,6.9,857502.0,83.65,1.3,9.29,70.08,2.45,32.62
8,2024,4.0,13.19,5.11,5.39,136277.0,99.15,4.54,5.78,80.19,8.36,85.38
8,2024,4.0,0.27,8.65,2.14,790660.0,82.01,2.85,9.94,55.21,2.94,40.77
8,2024,3.0,10.66,4.19,7.71,535361.0,83.96,4.43,4.85,91.71,6.3,74.84
8,2024,1.0,0.25,13.44,0.96,784815.0,65.58,3.85,9.58,52.1,6.8,33.27
8,2024,2.0,1.6,4.74,0.55,276238.0,63.56,3.51,8.63,86.05,9.59,28.15
8,2024,2.0,14.57,10.52,1.56,955719.0,54.8,4.46,8.36,93.87,6.64,61.62
8,2024,4.0,12.72,12.14,0.18,869706.0,81.16,0.68,3.69,58.87,2.71,70.16
8,2024,2.0,18.25,13.54,6.43,825171.0,72.5,3.16,2.28,81.29,4.41,80.5
8,2024,2.0,6.32,7.62,1.31,780256.0,82.5,2.92,8.28,66.45,6.17,75.57
8,2024,1.0,13.72,7.66,9.86,820249.0,99.81,1.83,0.55,64.85,6.46,84.4
8,2024,1.0,17.66,2.96,2.45,627578.0,69.82,3.97,9.07,92.1,4.42,55.99
8,2024,2.0,2.12,11.66,8.11,522238.0,64.58,2.25,8.84,90.7,5.34,62.12
8,2024,1.0,5.71,10.46,9.34,85998.0,80.08,4.58,6.89,52.14,0.92,76.81
8,2024,2.0,3.51,3.55,2.5,327186.0,52.3,1.05,1.74,72.96,0.15,37.74
8,2024,3.0,14.37,1.24,1.04,209693.0,51.37,2.32,8.11,69.07,3.68,43.4
9,2024,,,,,,,,,,,
10,2023,,,,,,,,,,,
9,2023,,,,,,,,,,,
11,2023,1.0,6.46,10.71,1.6,108662.0,97.85,3.98,3.04,69.94,0.32,42.5
11,2023,4.0,5.17,11.3,9.4,360984.0,86.88,4.47,2.78,55.36,4.22,50.21
11,2023,1.0,13.94,6.91,4.7,114462.0,78.4,3.13,2.38,55.67,6.79,88.88
11,2023,2.0,16.42,0.71,8.34,432061.0,59.62,4.71,8.4,97.54,4.64,40.57
11,2023,4.0,15.56,9.28,0.63,91516.0,78.61,1.62,3.66,74.09,3.69,66.2
11,2023,3.0,10.49,0.52,5.25,308896.0,66.71,3.16,3.35,67.58,7.1,24.81
11,2023,4.0,7.55,9.09,6.35,209935.0,95.57,2.55,3.76,94.6,4.96,33.41
11,2023,4.0,16.66,5.19,7.95,527234.0,67.45,1.61,6.96,96.62,7.82,68.35
11,2023,3.0,15.97,12.57,8.8,587099.0,57.55,3.14,6.83,81.43,9.76,50.44
11,2023,4.0,3.16,10.96,9.01,692264.0,88.18,1.59,7.44,67.09,9.13,89.97
11,2023,3.0,5.39,10.85,9.16,560946.0,60.14,1.99,4.4,59.87,9.94,48.37
11,2023,3.0,7.89,11.23,6.0,165013.0,99.29,2.83,4.84,90.21,9.33,35.74
11,2023,2.0,9.26,12.46,1.07,15870.0,53.54,3.33,6.64,62.09,4.74,83.24
11,2023,1.0,18.2,9.15,1.37,582423.0,80.09,1.01,6.29,86.35,0.4,48.62
11,2023,4.0,19.18,1.81,9.04,965342.0,87.58,1.77,3.56,75.7,3.08,23.51
11,2023,2.0,12.29,7.12,6.31,71831.0,78.67,3.94,5.38,60.96,3.56,86.77
11,2023,4.0,5.04,3.7,6.55,286321.0,91.5,0.87,8.4,70.18,3.13,78.4
11,2023,1.0,6.37,2.08,1.54,708585.0,53.16,4.88,7.73,98.68,1.35,48.36
